subLink,word,type,level
587,reduce,reduce,verb,a2
588,reduction,reduction,noun,b2
589,refund_1,refund,noun,b2
590,register_2,register,noun,c1
591,retail1_1,retail,noun,b2
592,retail1_2,retail,adverb,c1
593,retail1_3,retail,verb,c1
594,retail-therapy,retail therapy,noun,c2
595,return_1,return,verb,b1
596,safe_2,safe,noun,c1
597,sale,sale,noun,a2
598,sales-clerk,sales clerk,noun,c1
599,salesman,salesman,noun,b2
600,sales-slip,sales slip,noun,b1
601,saleswoman,saleswoman,noun,b2
602,salon,salon,noun,b2
603,sample_1,sample,noun,b2
604,sari-sari-store,sari-sari store,noun,c2
605,saving,saving,noun,b2
606,self-checkout,self-checkout,noun,c1
607,self-service_1,self-service,adjective,b2
608,sell_1,sell,verb,a1
609,seller,seller,noun,b1
610,sell-out_1,sell out,phrasal verb,b2
611,serve_1,serve,verb,a2
612,service_1,service,noun,b1
613,shelf,shelf,noun,b1
614,shipping,shipping,noun,c1
615,shoe_1,shoe,noun,a1
616,shop_1,shop,noun,a1
617,shop_2,shop,verb,a1
618,shopaholic_1,shopaholic,noun,c1
619,shop-assistant,shop assistant,noun,a2
620,shoplift,shoplift,verb,b2
621,shoplifter,shoplifter,noun,b2
622,shoplifting,shoplifting,noun,b2
623,shopper,shopper,noun,b1
624,shopping,shopping,noun,a1
625,shopping-bag,shopping bag,noun,a2
626,shopping-centre,shopping centre,noun,a2
627,shopping-mall,shopping mall,noun,b1
628,shop-window,shop window,noun,a1
629,short-change,short-change,verb,c2
630,showroom,showroom,noun,c2
631,showrooming,showrooming,noun,c2
632,skincare,skincare,noun,c2
633,special_2,special,noun,c2
634,special-offer,special offer,noun,b2
635,spend_1,spend,verb,a1
636,spendthrift_1,spendthrift,noun,c2
637,spendthrift_2,spendthrift,adjective,c2
638,splurge_1,splurge,noun,c2
639,splurge_2,splurge,verb,c2
640,spree,spree,noun,c2
641,stall_1,stall,noun,b2
642,stand_2,stand,noun,b2
643,stationer,stationer,noun,c1
644,stationery,stationery,noun,c1
645,stock_1,stock,noun,b2
646,stock_2,stock,verb,b2
647,stockist,stockist,noun,c2
648,stocktaking,stocktaking,noun,c2
649,stock-up,stock up,phrasal verb,c2
650,store_1,store,noun,a2
651,store-card,store card,noun,c1
652,store-window,store window,noun,a2
653,supermarket,supermarket,noun,a1
654,superstore,superstore,noun,c1
655,takings,takings,noun,c2
656,tax_1,tax,noun,b1
657,technology,technology,noun,a2
658,tester,tester,noun,c2
659,thrift-shop,thrift shop,noun,c2
660,till_2,till,noun,c1
661,tobacconist,tobacconist,noun,c2
662,toiletries,toiletries,noun,c2
663,token_1,token,noun,c2
664,total_2,total,noun,b1
665,town-centre,town centre,noun,a1
666,toy_1,toy,noun,a2
667,trade_1,trade,noun,b1
668,transaction,transaction,noun,c1
669,travel-agency,travel agency,noun,b2
670,traveller-s-cheque,traveller’s cheque,noun,c1
671,trolley,trolley,noun,b2
672,try-on,try on,phrasal verb,b2
673,unhelpful,unhelpful,adjective,b1
674,value_1,value,noun,b1
675,voucher,voucher,noun,c1
676,wet-market,wet market,noun,c2
677,white-goods,white goods,noun,c2
678,wholesale_2,wholesale,adjective,c2
679,window,window,noun,a1
680,window-shopping,window shopping,noun,c1
