subLink,word,type,level
494,stand_2,stand,noun,c2
495,stand-off-half,stand-off half,noun,c2
496,the-super-bowltm,the Super Bowl™,noun,c1
497,the-national-football-league,the National Football League,,c2
498,steal_1,steal,verb,c2
499,stick_2,stick,noun,a2
500,stoppage,stoppage,noun,c2
501,strike_2,strike,noun,c1
502,strike-out,strike out,phrasal verb,c2
503,strikeout,strikeout,noun,c2
504,striker,striker,noun,c2
505,strike-rate,strike rate,noun,c2
506,string_1,string,noun,b2
507,strip_1,strip,noun,c2
508,stroke_1,stroke,noun,b2
509,stroke-play,stroke play,noun,c2
510,strong-safety,strong safety,noun,c2
511,stump_1,stump,noun,c2
512,substitute_1,substitute,noun,c1
513,sweeper,sweeper,noun,c2
514,swing_2,swing,noun,c2
515,switch-hitter,switch-hitter,noun,c2
516,table-tennis,table tennis,noun,a2
517,tackle_1,tackle,verb,c1
518,tackle_2,tackle,noun,c1
519,take_1,take,verb,b2
520,tap-penalty,tap penalty,noun,c2
521,taxi-squad,taxi squad,noun,c2
522,t-ball,T-ball,,c2
523,team_1,team,noun,a1
524,technical-foul,technical foul,noun,c2
525,tee_1,tee,noun,c2
526,tee-balltm,Tee Ball™,noun,c2
527,tennis,tennis,noun,a1
528,tennis-racket,tennis racket,noun,b1
529,terrace,terrace,noun,c2
530,test-match,Test match,noun,c2
531,third-base,third base,noun,c1
532,throw_1,throw,verb,a2
533,throw-in_2,throw-in,noun,c1
534,tie_2,tie,noun,c1
535,tiebreaker,tiebreaker,noun,c2
536,tight-end,tight end,noun,c2
537,tight-head,tight head,noun,c2
538,tip-in,tip-in,noun,c2
539,topspin,topspin,noun,c2
540,touch-down,touch down,phrasal verb,c2
541,touchdown,touchdown,noun,c2
542,touch-football,touch football,noun,c2
543,touch-judge,touch judge,noun,c2
544,touchline,touchline,noun,c2
545,tournament,tournament,noun,b2
546,tourney,tourney,noun,c2
547,training-ground,training ground,noun,b2
548,tramlines,tramlines,noun,c2
549,transfer_1,transfer,verb,c1
550,transfer_2,transfer,noun,c1
551,travel_1,travel,verb,c2
552,trey,trey,noun,c2
553,trolley,trolley,noun,b2
554,try_2,try,noun,c2
555,two-handed,two-handed,adjective,b2
556,umpire_1,umpire,noun,c1
557,unmarked,unmarked,adjective,c2
558,unseeded,unseeded,adjective,c2
559,up-and-under,up-and-under,noun,c2
560,volley_1,volley,noun,c2
561,volley_2,volley,verb,c2
562,volleyball,volleyball,noun,a2
563,walk_1,walk,verb,c2
564,wedge_1,wedge,noun,c2
565,whiff_1,whiff,noun,c2
