subLink,word,type,level
384,helipad,helipad,noun,c2
385,heliport,heliport,noun,c2
386,hold_2,hold,noun,c1
387,hot-air-balloon,hot-air balloon,noun,b2
388,hub,hub,noun,c1
389,immigration,immigration,noun,b2
390,inboard_1,inboard,adjective,c2
391,in-flight,in-flight,adjective,c1
392,intercom,intercom,noun,c1
393,international_1,international,adjective,a2
394,jet_1,jet,noun,b2
395,jet_2,jet,verb,c1
396,jet-engine,jet engine,noun,b2
397,jet-lag,jet lag,noun,c1
398,jetliner,jetliner,noun,c2
399,joystick,joystick,noun,c2
400,jumbo_1,jumbo,noun,c1
401,jump-jet,jump jet,noun,c2
402,land_2,land,verb,a2
403,landing,landing,noun,b2
404,landing-card,landing card,noun,b2
405,landing-gear,landing gear,noun,c2
406,landing-strip,landing strip,noun,c2
407,last-call,last call,noun,b2
408,leading-edge_1,leading edge,noun,c2
409,legroom,legroom,noun,b2
410,light-aircraft,light aircraft,noun,b2
411,log_1,log,noun,c1
412,long-haul_2,long-haul,adjective,c1
413,long-haul_1,long haul,noun,c1
414,lounge_1,lounge,noun,b2
415,mayday,Mayday,noun,c2
416,metal-detector,metal detector,noun,c1
417,microlight,microlight,noun,c2
418,mid-air_1,mid-air,noun,c1
419,mid-air_2,mid-air,adjective,c1
420,monoplane,monoplane,noun,c2
421,navigate,navigate,verb,b2
422,navigator,navigator,noun,b2
423,no-fly-zone,no-fly zone,noun,c1
424,nose_1,nose,noun,b1
425,nose-cone,nose cone,noun,c2
426,on-board,on-board,adjective,b2
427,one-way,one-way,adjective,b1
428,originate,originate,verb,c1
429,outboard,outboard,adjective,c2
430,overbook,overbook,verb,c2
431,overfly,overfly,verb,c2
432,overshoot,overshoot,verb,c2
433,oxygen-mask,oxygen mask,noun,c1
434,parachute_1,parachute,noun,b2
435,parachute_2,parachute,verb,b2
436,parachutist,parachutist,noun,c1
437,paraglider,paraglider,noun,c2
438,passenger,passenger,noun,a2
439,passport,passport,noun,a1
440,payload,payload,noun,c2
441,pilot_1,pilot,noun,a2
442,plane_1,plane,noun,a1
443,planeload,planeload,noun,c2
444,propeller,propeller,noun,c2
445,radar,radar,noun,c1
446,red-eye,red-eye,noun,c2
447,refuel,refuel,verb,c1
448,reservation,reservation,noun,b1
449,return-ticket,return ticket,noun,a2
450,rocket_1,rocket,noun,b2
451,round-trip_1,round trip,noun,b1
452,round-trip_2,round-trip,adjective,b1
453,rudder,rudder,noun,c2
454,runway,runway,noun,b2
455,safety-belt,safety belt,noun,b1
456,scheduled-flight,scheduled flight,noun,c1
457,seaplane,seaplane,noun,b1
458,seat_1,seat,noun,a2
459,seat-belt,seat belt,noun,b1
460,security,security,noun,b1
461,short-haul,short-haul,adjective,c1
462,sick_1,sick,adjective,a1
463,sick-bag,sick bag,noun,b2
464,single_1,single,adjective,a2
465,ski-plane,ski-plane,noun,c2
466,skycap,skycap,noun,c2
467,sky-marshal,sky marshal,noun,c2
468,soar,soar,verb,c1
469,sonic-boom,sonic boom,noun,c2
470,spacecraft,spacecraft,noun,b2
471,spaceship,spaceship,noun,b1
472,space-shuttle,space shuttle,noun,c1
473,spoiler,spoiler,noun,c2
474,stabilizer,stabilizer,noun,c2
475,stack_2,stack,verb,c2
476,standby_2,standby,adjective,c2
477,steward,steward,noun,c1
478,stewardess,stewardess,noun,c1
479,stick_2,stick,noun,c1
480,stopover,stopover,noun,c2
481,stowage,stowage,noun,c2
482,tail_1,tail,noun,b1
483,tailplane,tailplane,noun,c2
484,tailspin,tailspin,noun,c2
485,take-off_2,take-off,noun,b2
486,take-off_1,take off,phrasal verb,a2
487,tarmactm,Tarmac™,noun,c2
488,taxi_2,taxi,verb,c2
489,taxiway,taxiway,noun,c2
490,terminal_1,terminal,noun,b2
491,test-flight,test flight,noun,b2
492,test-pilot,test pilot,noun,b2
493,ticket_1,ticket,noun,a1
494,touch-down,touch down,phrasal verb,c1
495,touchdown,touchdown,noun,c2
496,tourist-class,tourist class,noun,c1
497,transit_1,transit,noun,c1
498,travelator,travelator,noun,c2
499,travel-sick,travel-sick,adjective,b1
500,travel-sickness,travel sickness,noun,b1
501,travolator,travolator,noun,c2
502,turbojet,turbojet,noun,c2
503,turboprop,turboprop,noun,c2
504,turbulence,turbulence,noun,c1
505,ultralight,ultralight,noun,c2
506,undercarriage,undercarriage,noun,c2
507,upgrade_1,upgrade,verb,c1
508,warplane,warplane,noun,b2
509,window-seat,window seat,noun,b1
510,wing_1,wing,noun,b1
511,aboard,aboard,adverb,c1
512,aisle,aisle,noun,b2
513,alight_2,alight,verb,c2
514,baggage-car,baggage car,noun,c1
515,bendy-bus,bendy bus,noun,c2
516,berth_1,berth,noun,c2
517,board_2,board,verb,b1
518,boat-train,boat train,noun,b2
519,book_2,book,verb,a2
520,booking,booking,noun,b2
521,booking-office,booking office,noun,b2
522,boxcar,boxcar,noun,c2
523,branch_1,branch,noun,c1
524,buffer_1,buffer,noun,c2
525,buffet-car,buffet car,noun,c1
526,bullet-train,bullet train,noun,c2
527,bunk_1,bunk,noun,c2
528,bus_1,bus,noun,a1
529,bus-lane,bus lane,noun,b2
530,bus-pass,bus pass,noun,b1
531,bus-stand,bus stand,noun,c2
532,bus-station,bus station,noun,a1
533,bus-stop,bus stop,noun,a1
534,cab,cab,noun,c1
535,car,car,noun,c1
536,carriage,carriage,noun,c1
537,catch_1,catch,verb,a2
538,change_1,change,verb,a2
539,class_1,class,noun,b1
540,club-car,club car,noun,c2
541,coach_1,coach,noun,a2
542,coachwork,coachwork,noun,c2
543,commute_1,commute,verb,b1
544,commute_2,commute,noun,b1
545,compartment,compartment,noun,c1
546,concession,concession,noun,c2
547,concourse,concourse,noun,c2
548,conductor,conductor,noun,c2
549,connection,connection,noun,b2
550,container,container,noun,c1
551,corridor,corridor,noun,b2
552,couchette,couchette,noun,c2
553,coupling,coupling,noun,c2
554,cutting_1,cutting,noun,c2
555,day-return,day return,noun,b2
556,deck_1,deck,noun,b2
557,departure,departure,noun,b1
558,depot,depot,noun,c2
559,derail,derail,verb,c2
560,derailment,derailment,noun,c2
561,detrain,detrain,verb,c2
562,dining-car,dining car,noun,c1
563,double-decker,double-decker,noun,c1
564,embankment,embankment,noun,c2
565,emergency-brake,emergency brake,noun,c1
566,engine,engine,noun,a2
567,engine-driver,engine driver,noun,b2
568,e-ticket,e-ticket,noun,b2
569,express_4,express,noun,b1
570,fare_1,fare,noun,b2
571,first-class_2,first class,noun,b1
572,first-class_1,first class,adverb,b1
573,flatcar,flatcar,noun,c2
574,freight_1,freight,noun,c1
575,freight-car,freight car,noun,c1
576,freight-train,freight train,noun,c1
577,funicular,funicular,noun,c2
578,gage_1,gage,noun,c2
579,gauge_1,gauge,noun,c2
580,get,get,verb,a1
581,goods-train,goods train,noun,c1
582,grade-crossing,grade crossing,noun,c2
583,gradient,gradient,noun,c1
584,guard_1,guard,noun,b2
585,guard-s-van,guard’s van,noun,c1
586,hail_1,hail,verb,c2
587,halt_2,halt,noun,c2
588,hop_1,hop,verb,c2
589,inspector,inspector,noun,b2
590,junction,junction,noun,c1
591,left-luggage-office,left luggage office,noun,b2
592,level-crossing,level crossing,noun,c2
593,light-railway,light railway,noun,c1
594,line_1,line,noun,a2
595,local_2,local,noun,b2
596,locomotive_1,locomotive,noun,c2
597,loop_1,loop,noun,c2
598,luggage-rack,luggage rack,noun,c1
599,luggage-van,luggage van,noun,c1
600,main-line_1,main line,noun,b2
601,main-line_2,main-line,adjective,b2
602,marshalling-yard,marshalling yard,noun,c2
603,mass-transit,mass transit,noun,c1
604,metro_1,metro,noun,a2
605,monorail,monorail,noun,c2
606,narrow-gauge,narrow gauge,noun,c2
607,non-stop_1,non-stop,adjective,b1
608,observation-car,observation car,noun,c1
609,office,office,noun,a1
610,one-way,one-way,adjective,b1
611,overbridge,overbridge,noun,c2
612,park-and-ride,park and ride,noun,c2
613,pass_2,pass,noun,b1
614,passenger,passenger,noun,a2
615,platform,platform,noun,a2
616,ply_1,ply,verb,c2
617,point_1,point,noun,c2
618,porter,porter,noun,c1
619,public-transport,public transport,noun,a2
620,pull-away,pull away,phrasal verb,c1
621,pull-in,pull in,phrasal verb,c1
622,pullman,Pullman,noun,c2
623,pull-out_2,pull out,phrasal verb,c1
624,rail_1,rail,noun,b2
625,railcar,railcar,noun,c1
626,railcard,railcard,noun,c2
627,railhead,railhead,noun,c2
628,railroad_1,railroad,noun,b1
629,railroad-crossing,railroad crossing,noun,b2
630,railway,railway,noun,a2
631,rapid-transit,rapid transit,noun,c1
632,redcap,redcap,noun,c2
633,request-stop,request stop,noun,c1
634,reservation,reservation,noun,b1
635,restaurant-car,restaurant car,noun,c1
636,return_2,return,noun,b1
637,return-ticket,return ticket,noun,a2
638,rolling-stock,rolling stock,noun,c2
639,round-trip_1,round trip,noun,b1
640,round-trip_2,round-trip,adjective,b1
641,route_1,route,noun,a2
642,run_1,run,verb,b1
643,schedule_1,schedule,noun,a2
644,season-ticket,season ticket,noun,c1
645,seat_1,seat,noun,a2
646,second-class_1,second class,noun,b1
647,service_1,service,noun,b2
648,shunt_1,shunt,verb,c2
649,shuttle_1,shuttle,noun,c1
650,siding,siding,noun,c2
651,signal-box,signal box,noun,c2
652,signaller,signaller,noun,c2
653,signalman,signalman,noun,c2
654,single_1,single,adjective,a2
655,single_2,single,noun,a2
656,single-decker,single-decker,noun,c1
657,sleeper,sleeper,noun,c2
658,sleeping-car,sleeping car,noun,c1
659,spur_1,spur,noun,c2
660,station_1,station,noun,a1
661,station-agent,station agent,noun,c2
662,stationmaster,stationmaster,noun,c2
663,stop_2,stop,noun,a1
664,stopping-train,stopping train,noun,b1
665,subway,subway,noun,a2
666,switch_2,switch,noun,c2
667,switchback,switchback,noun,c2
668,take_1,take,verb,a1
669,tannoytm,Tannoy™,noun,c2
670,terminal_1,terminal,noun,b2
671,terminate,terminate,verb,c2
672,terminus,terminus,noun,c2
673,third-class_2,third class,adverb,b1
674,through_2,through,adverb,a2
675,through_3,through,adjective,b2
676,ticket_1,ticket,noun,a1
677,tie_2,tie,noun,c2
678,timetable_1,timetable,noun,a2
679,track_1,track,noun,a2
680,train_1,train,noun,a1
681,trainman,trainman,noun,c2
682,trainspotter,trainspotter,noun,c2
683,transfer_2,transfer,noun,c1
684,transit_1,transit,noun,c1
685,truck_1,truck,noun,b1
686,tube,tube,noun,c2
687,tunnel_1,tunnel,noun,b2
688,uncouple,uncouple,verb,c2
689,underground_3,underground,noun,a2
690,underpass,underpass,noun,c2
691,van,van,noun,c1
692,vestibule,vestibule,noun,c2
693,viaduct,viaduct,noun,c2
694,wagon,wagon,noun,c1
695,waiting-room,waiting room,noun,a2
696,whistle_1,whistle,noun,b2
697,window-seat,window seat,noun,b1
698,accelerate,accelerate,verb,c1
699,accelerator,accelerator,noun,c1
700,access-road,access road,noun,c1
701,accident,accident,noun,a2
702,airbag,airbag,noun,c2
703,air-conditioned,air-conditioned,adjective,b2
704,air-conditioning,air conditioning,noun,b2
705,all-terrain,all-terrain,adjective,c2
706,all-wheel-drive,all-wheel drive,noun,c1
707,alpr,ALPR,noun,c2
708,ambulance,ambulance,noun,b2
709,anpr,ANPR,noun,c2
710,anti-roll-bar,anti-roll bar,noun,c2
711,approach_1,approach,noun,c1
712,armrest,armrest,noun,c2
713,a-road,A-road,noun,c2
714,artery,artery,noun,c2
715,articulated,articulated,adjective,c2
716,asphalt,asphalt,noun,c2
717,assembly-line,assembly line,noun,c1
718,automaker,automaker,noun,c2
719,automatic_2,automatic,noun,c1
720,automatic-license-plate-recognition,automatic license plate recognition,noun,c2
721,automatic-number-plate-recognition,automatic number plate recognition,noun,c2
722,automatic-transmission,automatic transmission,noun,c2
723,automobile,automobile,noun,b2
724,autonomous,autonomous,adjective,c2
725,autorickshaw,autorickshaw,noun,c2
726,avenue,avenue,noun,c1
727,axle,axle,noun,c1
728,backfire,backfire,verb,c2
729,backhoe,backhoe,noun,c2
730,back-seat-driver,back-seat driver,noun,c2
731,backstreet_1,backstreet,noun,c2
732,bakkie,bakkie,noun,c2
733,banger,banger,noun,c2
734,bank_1,bank,noun,c1
735,battery,battery,noun,b1
736,beach-buggy,beach buggy,noun,c2
737,beater,beater,noun,c2
738,beep_1,beep,noun,c1
739,beep_2,beep,verb,c1
740,belisha-beacon,Belisha beacon,noun,c2
741,beltway,beltway,noun,c2
742,bend_2,bend,noun,b1
743,bicycle_1,bicycle,noun,a1
744,bicycle-lane,bicycle lane,noun,b2
745,bike_1,bike,noun,a1
746,bike_2,bike,verb,b1
747,bike-lane,bike lane,noun,b2
748,biker,biker,noun,c1
749,billboard_1,billboard,noun,b2
750,bingle,bingle,noun,c2
751,biofuel,biofuel,noun,b2
752,black-cab,black cab,noun,c2
753,black-ice,black ice,noun,c2
754,black-maria,Black Maria,noun,c2
755,blacktop,blacktop,noun,c2
756,blind_1,blind,adjective,c2
757,blind-spot,blind spot,noun,c2
758,blinker,blinker,noun,c2
759,block_1,block,noun,b1
760,block_2,block,verb,b1
761,block-in,block in,phrasal verb,c2
