subLink,word,type,level
561,cartilage,cartilage,noun,c2
562,cavity,cavity,noun,c2
563,cell,cell,noun,b2
564,cervix,cervix,noun,c2
565,cheek_1,cheek,noun,b2
566,cheekbone,cheekbone,noun,c1
567,chest,chest,noun,b1
568,chin,chin,noun,b2
569,ciliary-muscle,ciliary muscle,noun,c2
570,circulation,circulation,noun,c1
571,clavicle,clavicle,noun,c2
572,cleavage,cleavage,noun,c2
573,clitoris,clitoris,noun,c2
574,coccyx,coccyx,noun,c2
575,cochlea,cochlea,noun,c2
576,collarbone,collarbone,noun,c1
577,colon,colon,noun,c2
578,connective-tissue,connective tissue,noun,c2
579,cornea,cornea,noun,c2
580,corneal,corneal,adjective,c2
581,cortex,cortex,noun,c2
582,cranial,cranial,adjective,c2
583,cranium,cranium,noun,c2
584,cross-eyed,cross-eyed,adjective,c2
585,crotch,crotch,noun,c2
586,crown_1,crown,noun,c2
587,cuticle,cuticle,noun,c2
588,deep-set,deep-set,adjective,c2
589,deltoids,deltoids,noun,c2
590,denture,denture,adjective,c2
591,dentures,dentures,noun,c2
592,diaphragm,diaphragm,noun,c2
593,dimple_1,dimple,noun,c2
594,disc,disc,noun,c2
595,duct,duct,noun,c2
596,duodenal,duodenal,adjective,c2
597,duodenum,duodenum,noun,c2
598,ear,ear,noun,a1
599,ear-canal,ear canal,noun,c2
600,eardrum,eardrum,noun,c2
601,earlobe,earlobe,noun,c2
602,elbow_1,elbow,noun,b2
603,enamel,enamel,noun,c2
604,epidermis,epidermis,noun,c2
605,epinephrine,epinephrine,noun,c2
606,extensor,extensor,noun,c2
607,eye_1,eye,noun,a1
608,eyeball_1,eyeball,noun,c1
609,eyebrow,eyebrow,noun,b2
610,eyelash,eyelash,noun,c1
611,eyelid,eyelid,noun,c1
612,face_1,face,noun,a1
613,false-teeth,false teeth,noun,b1
614,fat_2,fat,noun,a2
615,femur,femur,noun,c2
616,fibre,fibre,noun,c1
617,fibula,fibula,noun,c2
618,filling_1,filling,noun,c2
619,finger_1,finger,noun,a2
620,fingernail,fingernail,noun,b2
621,fingertip,fingertip,noun,c1
622,first-finger,first finger,noun,c2
623,fist,fist,noun,c1
624,flesh_1,flesh,noun,c1
625,flexor,flexor,noun,c2
626,foot_1,foot,noun,a1
627,forearm1,forearm,noun,c2
628,forefinger,forefinger,noun,c2
629,forehead,forehead,noun,b2
630,foreskin,foreskin,noun,c2
631,gall-bladder,gall bladder,noun,c2
632,ganglion,ganglion,noun,c2
633,genitals,genitals,noun,c2
634,gland,gland,noun,c2
635,grecian-nose,Grecian nose,noun,c2
636,groin,groin,noun,c2
637,gullet,gullet,noun,c2
638,gum_1,gum,noun,c1
639,gut_1,gut,noun,c1
640,hair_1,hair,noun,a1
641,hairline,hairline,noun,c2
642,hammer_1,hammer,noun,c2
643,hamstring_1,hamstring,noun,c2
644,hand_1,hand,noun,a1
645,head_1,head,noun,a1
646,heart_1,heart,noun,a2
647,heel_1,heel,noun,b2
648,hemisphere,hemisphere,noun,c2
649,hip_1,hip,noun,b2
650,hip-bone,hip bone,noun,c1
651,hormone,hormone,noun,c1
652,humerus,humerus,noun,c2
653,hypothalamus,hypothalamus,noun,c2
654,incisor,incisor,noun,c2
655,incus,incus,noun,c2
656,index-finger,index finger,noun,c2
657,instep,instep,noun,c2
658,intestinal,intestinal,adjective,c2
659,intestine,intestine,noun,c2
660,iris_1,iris,noun,c2
661,jaw_1,jaw,noun,c1
662,jawbone,jawbone,noun,c1
663,joint_2,joint,noun,b2
664,jugular,jugular,noun,c2
665,kidney,kidney,noun,c1
666,knee_1,knee,noun,a2
667,kneecap_1,kneecap,noun,c2
668,knuckle_1,knuckle,noun,c2
669,lantern-jaw,lantern jaw,noun,c2
670,lap_1,lap,noun,c1
671,larynx,larynx,noun,c2
672,leg_1,leg,noun,a1
673,lens,lens,noun,c1
674,ligament,ligament,noun,c2
675,limb,limb,noun,c1
676,limbic-system,limbic system,noun,c2
677,lip,lip,noun,b1
678,little-finger,little finger,noun,b2
679,liver,liver,noun,c1
680,lobe,lobe,noun,c2
681,lung,lung,noun,b2
682,malleus,malleus,noun,c2
683,mandible,mandible,noun,c2
684,marrow,marrow,noun,c2
685,medulla-oblongata,medulla oblongata,noun,c2
686,membrane,membrane,noun,c2
687,metatarsal,metatarsal,noun,c2
688,middle-finger,middle finger,noun,b2
689,midriff,midriff,noun,c2
690,milk-tooth,milk tooth,noun,c2
691,molar,molar,noun,c2
692,motor_2,motor,adjective,c2
693,mouth_1,mouth,noun,a1
694,mucus,mucus,noun,c2
695,muscle_1,muscle,noun,b1
696,muscular,muscular,adjective,c1
697,musculature,musculature,noun,c2
698,nail_1,nail,noun,b1
699,nail-bed,nail bed,noun,c2
700,nape,nape,noun,c2
701,nasal,nasal,adjective,c2
702,navel,navel,noun,c2
703,neck_1,neck,noun,a2
704,nephron,nephron,noun,c2
705,nerve_1,nerve,noun,b2
706,nervous-system,nervous system,noun,c1
707,neuron,neuron,noun,c2
708,nipple,nipple,noun,c2
709,nose_1,nose,noun,a1
710,nostril,nostril,noun,c2
711,occipital-bone,occipital bone,noun,c2
712,oesophagus,oesophagus,noun,c2
713,oral_1,oral,adjective,c1
714,organ,organ,noun,b2
715,orifice,orifice,noun,c2
716,ossicle,ossicle,noun,c2
717,ovary,ovary,noun,c2
718,oviduct,oviduct,noun,c2
719,palate,palate,noun,c2
720,palm_1,palm,noun,b2
721,pancreas,pancreas,noun,c2
722,pancreatic,pancreatic,adjective,c2
723,patella,patella,noun,c2
724,pelvic,pelvic,adjective,c2
725,pelvis,pelvis,noun,c2
726,penis,penis,noun,c1
727,pericardium,pericardium,noun,c2
728,pharynx,pharynx,noun,c2
729,phlegm,phlegm,noun,c2
730,physical_1,physical,adjective,a2
731,physically,physically,adverb,b1
732,pinky,pinky,noun,c2
733,pinna,pinna,noun,c2
734,plaque,plaque,noun,c2
735,plasma,plasma,noun,c2
736,pore_1,pore,noun,c2
737,premolar,premolar,noun,c2
738,pulp_1,pulp,noun,c2
739,pulse_1,pulse,noun,c1
740,pupil,pupil,noun,c2
741,quadriceps,quadriceps,noun,c2
742,quads,quads,noun,c2
743,radius,radius,noun,c2
744,rear-end_1,rear end,noun,c1
745,rectum,rectum,noun,c2
746,renal,renal,adjective,c2
747,respiration,respiration,noun,c2
748,retina,retina,noun,c2
749,retinal,retinal,adjective,c2
750,rheumy,rheumy,adjective,c2
751,rib_1,rib,noun,c1
752,ribcage,ribcage,noun,c2
753,ring-finger,ring finger,noun,c2
754,roman-nose,Roman nose,noun,c2
755,roof_1,roof,noun,c1
756,root_1,root,noun,b2
757,sacrum,sacrum,noun,c2
758,saliva,saliva,noun,c2
759,scalp_1,scalp,noun,c2
760,scapula,scapula,noun,c2
761,septum,septum,noun,c2
762,shin_1,shin,noun,c1
763,shin-bone,shin bone,noun,c1
764,shoulder_1,shoulder,noun,a2
765,shoulder-blade,shoulder blade,noun,c2
766,sinew,sinew,noun,c2
767,sinus,sinus,noun,c2
768,skeleton,skeleton,noun,b2
769,skin_1,skin,noun,a2
770,skull,skull,noun,b2
771,small_3,small,noun,c2
772,solar-plexus,solar plexus,noun,c2
773,sole_2,sole,noun,c1
774,sphincter,sphincter,noun,c2
775,spinal,spinal,adjective,c2
776,spinal-cord,spinal cord,noun,c2
777,spine,spine,noun,c1
778,spleen,spleen,noun,c2
779,stapes,stapes,noun,c2
780,stem-cell,stem cell,noun,c2
781,sternum,sternum,noun,c2
782,stirrup,stirrup,noun,c2
783,stomach_1,stomach,noun,a2
784,stubby_1,stubby,adjective,c2
785,sunken,sunken,adjective,c2
786,tailbone,tailbone,noun,c2
787,tarsal,tarsal,noun,c2
788,tartar,tartar,noun,c2
789,taste-bud,taste bud,noun,c2
790,tear-duct,tear duct,noun,c2
791,temple,temple,noun,c1
792,tendon,tendon,noun,c2
793,testicle,testicle,noun,c2
794,thalamus,thalamus,noun,c2
795,thigh,thigh,noun,c1
796,thigh-bone,thigh bone,noun,c1
797,throat,throat,noun,b1
798,thumb_1,thumb,noun,b2
799,tibia,tibia,noun,c2
800,tissue,tissue,noun,c1
