subLink,word,type,level
273,lamb_1,lamb,noun,a2
274,lapdog,lapdog,noun,c2
275,leash_1,leash,noun,c2
276,leatherback,leatherback,noun,c2
277,lemming,lemming,noun,c2
278,lemur,lemur,noun,c2
279,leopard,leopard,noun,b2
280,lion,lion,noun,a1
281,litter_1,litter,noun,c2
282,lizard,lizard,noun,c1
283,llama,llama,noun,c2
284,lodge_1,lodge,noun,c2
285,longhair,longhair,noun,c2
286,longhorn,longhorn,noun,c2
287,lop-ears,lop ears,noun,c2
288,lurcher,lurcher,noun,c2
289,lynx,lynx,noun,c2
290,mamba,mamba,noun,c2
291,mammal,mammal,noun,b2
292,manatee,manatee,noun,c2
293,mane,mane,noun,c2
294,manx-cat,Manx cat,noun,c2
295,mare,mare,noun,c2
296,marmalade-cat,marmalade cat,noun,c2
297,marmot,marmot,noun,c2
298,marsupial_2,marsupial,noun,c2
299,marten,marten,noun,c2
300,mastiff,mastiff,noun,c2
301,mate_1,mate,noun,b2
302,mate_2,mate,verb,b2
303,meerkat,meerkat,noun,c2
304,meow_1,meow,noun,c1
305,miaow_1,miaow,noun,c1
306,miaow_2,miaow,verb,c1
307,microchip_2,microchip,verb,c2
308,mink,mink,noun,c2
309,mob_1,mob,noun,c2
310,moggie,moggie,noun,c2
311,mole,mole,noun,c2
312,molt_1,molt,verb,c2
313,mongoose,mongoose,noun,c2
314,mongrel,mongrel,noun,c2
315,monitor_1,monitor,noun,c2
316,monkey_1,monkey,noun,a2
317,monotreme,monotreme,noun,c2
318,moo_1,moo,noun,c2
319,moo_2,moo,verb,c2
320,moult_1,moult,verb,c2
321,mountain-lion,mountain lion,noun,c2
322,mouse_1,mouse,noun,a1
323,mouser,mouser,noun,c2
324,mule,mule,noun,c1
325,musk-ox,musk ox,noun,c2
326,muskrat,muskrat,noun,c2
327,mustang,mustang,noun,c2
328,mutt,mutt,noun,c2
329,muzzle_1,muzzle,noun,c2
330,nanny-goat,nanny goat,noun,c2
331,natterjack,natterjack,noun,c2
332,neigh_1,neigh,verb,c2
333,neigh_2,neigh,noun,c2
334,neuter_2,neuter,verb,c2
335,newt,newt,noun,c2
336,nuzzle,nuzzle,verb,c2
337,ocelot,ocelot,noun,c2
338,okapi,okapi,noun,c2
339,old-english-sheepdog,Old English sheepdog,noun,c2
340,opossum,opossum,noun,c2
341,orangutan,orangutan,noun,c2
342,order_1,order,noun,c2
343,otter,otter,noun,c2
344,ox,ox,noun,c1
345,pachyderm,pachyderm,noun,c2
346,pack_2,pack,noun,b2
347,pack-animal,pack animal,noun,c2
348,packhorse,packhorse,noun,c2
349,pack-rat,pack rat,noun,c2
350,pad_1,pad,noun,c2
351,palomino,palomino,noun,c2
352,panda,panda,noun,c2
353,pangolin,pangolin,noun,c2
354,panther,panther,noun,c2
355,pastern,pastern,noun,c2
356,paw_1,paw,noun,c1
357,peccary,peccary,noun,c2
358,pedigree_2,pedigree,adjective,c2
359,pekinese,Pekinese,noun,c2
360,pelt_2,pelt,noun,c2
361,pet_1,pet,noun,a2
362,pet-sitter,pet sitter,noun,b2
363,phylum,phylum,noun,c2
364,pig_1,pig,noun,a1
365,piglet_1,piglet,noun,c1
366,pine-marten,pine marten,noun,c2
367,pit-viper,pit viper,noun,c2
368,platypus,platypus,noun,c2
369,pod,pod,noun,c2
370,pointer,pointer,noun,c2
371,poisonous,poisonous,adjective,b1
372,polar-bear,polar bear,noun,b2
373,polecat,polecat,noun,c2
374,police-dog,police dog,noun,b1
375,polliwog,polliwog,noun,c2
376,pony_1,pony,noun,c1
377,poodle,poodle,noun,c1
378,porcupine,porcupine,noun,c2
379,porpoise,porpoise,noun,c2
380,potto,potto,noun,c2
381,pouch,pouch,noun,c2
382,prairie-dog,prairie dog,noun,c2
383,prairie-wolf,prairie wolf,noun,c2
384,predator,predator,noun,c1
385,predatory,predatory,adjective,c2
386,prey_1,prey,noun,c1
387,pride_1,pride,noun,c2
388,primate,primate,noun,c1
389,puff-adder,puff adder,noun,c2
390,pug,pug,noun,c2
391,puma,puma,noun,c2
392,pup,pup,noun,c2
393,puppy,puppy,noun,b2
394,purr_2,purr,verb,c2
395,pussy,pussy,noun,c2
396,python,python,noun,c1
397,rabbit_1,rabbit,noun,a2
398,raccoon,raccoon,noun,c2
399,race_1,race,noun,c2
400,racoon,racoon,noun,c2
401,ram_2,ram,noun,c2
402,rare-breed,rare breed,noun,c1
403,rat_1,rat,noun,b2
404,rattlesnake,rattlesnake,noun,c2
405,red-panda,red panda,noun,c2
406,reindeer,reindeer,noun,b2
407,reptile,reptile,noun,b2
408,reptilian,reptilian,adjective,c2
409,retriever,retriever,noun,c2
410,rhinoceros,rhinoceros,noun,c1
411,roan_1,roan,adjective,c2
412,roan_2,roan,noun,c2
413,roar_1,roar,verb,c1
414,roar_2,roar,noun,c1
415,rodent,rodent,noun,c1
416,roo,roo,noun,c2
417,rottweiler,Rottweiler,noun,c2
418,ruminant_1,ruminant,noun,c2
419,rump,rump,noun,c2
420,running-dog,running dog,noun,c2
421,sable,sable,noun,c2
422,salamander,salamander,noun,c2
423,sausage-dog,sausage dog,noun,c2
424,scale_1,scale,noun,c1
425,schnauzer,schnauzer,noun,c2
426,scottie,Scottie,noun,c2
427,scottish-terrier,Scottish terrier,noun,c2
428,seal_2,seal,noun,b2
429,sea-lion,sea lion,noun,c1
430,sea-turtle,sea turtle,noun,b2
431,seeing-eye-dogtm,Seeing Eye dog™,noun,c1
432,serpent,serpent,noun,c2
433,sett,sett,noun,c2
434,setter,setter,noun,c2
435,shank,shank,noun,c2
436,sheep,sheep,noun,a1
437,sheepdog,sheepdog,noun,b1
438,shell_1,shell,noun,b1
439,shetland-pony,Shetland pony,noun,c2
440,shorthair,shorthair,noun,c2
441,shorthorn,shorthorn,noun,c2
442,shrew,shrew,noun,c2
443,siamese-cat,Siamese cat,noun,c2
444,sidewinder,sidewinder,noun,c2
445,skink,skink,noun,c2
446,skunk,skunk,noun,c1
447,slider,slider,noun,c2
448,slither,slither,verb,c2
449,sloth,sloth,noun,c2
450,snake_1,snake,noun,a1
451,snarl_1,snarl,verb,c2
452,snarl_2,snarl,noun,c2
453,sniffer-dog,sniffer dog,noun,c2
454,snort_1,snort,verb,c2
455,snort_2,snort,noun,c2
456,snout,snout,noun,c2
457,sow2,sow,noun,c2
458,spaniel,spaniel,noun,c2
459,spay,spay,verb,c2
460,species,species,noun,b2
461,spine,spine,noun,c2
462,spiny-anteater,spiny anteater,noun,c2
463,squeak_1,squeak,verb,c1
464,squeak_2,squeak,noun,c1
465,squeal_1,squeal,verb,c2
466,squeal_2,squeal,noun,c2
467,squirrel_1,squirrel,noun,b2
468,stag,stag,noun,c2
469,stallion,stallion,noun,c2
470,steer_2,steer,noun,c2
471,stoat,stoat,noun,c2
472,stroke_2,stroke,verb,c1
473,tabby,tabby,noun,c2
474,tadpole,tadpole,noun,c1
475,tail_1,tail,noun,b1
476,taipan,taipan,noun,c2
477,tame_1,tame,adjective,c2
478,tapir,tapir,noun,c2
479,teat,teat,noun,c2
480,terrapin,terrapin,noun,c2
481,terrier,terrier,noun,c2
482,tiger,tiger,noun,a2
483,toad_1,toad,noun,c2
484,tom_1,tom,noun,c2
485,tomcat,tomcat,noun,c2
486,tortoise,tortoise,noun,b2
487,tortoiseshell,tortoiseshell,noun,c2
488,tosa,tosa,noun,c2
489,tracker-dog,tracker dog,noun,c2
490,tribe,tribe,noun,c2
491,trot_1,trot,verb,c1
492,trot_2,trot,noun,c1
493,trotter,trotter,noun,c2
494,trunk,trunk,noun,c1
495,turtle,turtle,noun,c1
496,tusk,tusk,noun,c2
497,udder,udder,noun,c2
498,underbelly,underbelly,noun,c2
499,vampire-bat,vampire bat,noun,c2
500,venom,venom,noun,b2
501,vermin,vermin,noun,c2
502,viper,viper,noun,c2
503,vixen,vixen,noun,c2
504,vole,vole,noun,c2
505,walk_1,walk,verb,a2
506,wallaby,wallaby,noun,c1
507,walrus,walrus,noun,c2
508,warm-blooded,warm-blooded,adjective,c1
509,warthog,warthog,noun,c2
510,waterbuck,waterbuck,noun,c2
511,water-buffalo,water buffalo,noun,c2
512,water-moccasin,water moccasin,noun,c2
513,water-rat,water rat,noun,c2
514,water-vole,water vole,noun,c2
515,weasel_1,weasel,noun,c2
516,whale,whale,noun,a2
517,whimper_1,whimper,verb,c2
518,whimper_2,whimper,noun,c2
519,whippet,whippet,noun,c2
520,whisker,whisker,noun,c2
521,wild_1,wild,adjective,a2
522,wild-boar,wild boar,noun,c2
523,wildcat_3,wildcat,noun,c1
524,wildlife,wildlife,noun,b2
525,withers,withers,noun,c2
526,wolf_1,wolf,noun,b1
527,wolfhound,wolfhound,noun,c2
528,wolverine,wolverine,noun,c2
529,wombat,wombat,noun,c2
530,woodchuck,woodchuck,noun,c2
531,woof_1,woof,exclamation,c1
532,woof_2,woof,verb,c1
533,woof_3,woof,noun,c1
534,wool,wool,noun,b1
535,yak_1,yak,noun,c2
536,yorkshire-terrier,Yorkshire terrier,noun,c2
537,zebra,zebra,noun,b2
538,zebu,zebu,noun,c2
539,albatross,albatross,noun,c2
540,arctic-tern,Arctic tern,noun,c2
541,aviary,aviary,noun,c2
542,avocet,avocet,noun,c2
543,bald-eagle,bald eagle,noun,c1
544,bantam,bantam,noun,c2
545,barn-owl,barn owl,noun,c1
546,beak,beak,noun,b2
547,bill_1,bill,noun,c2
548,bird_1,bird,noun,a1
549,bird-of-paradise,bird of paradise,noun,c2
